doubanID,imdbID,doubanURL,imdbURL,movieTitle,year,directorName,directorID,category,releaseDate,duration,relatedMovieIDs,doubanTotalVotes,imdbTotalVotes,doubanScore,imdbScore,douban-1star,douban-2star,douban-3star,douban-4star,douban-5star,imdb-1star,imdb-2star,imdb-3star,imdb-4star,imdb-5star,imdb-6star,imdb-7star,imdb-8star,imdb-9star,imdb-10star
1291560,tt0096283,https://movie.douban.com/subject/1291560,http://www.imdb.com/title/tt0096283,龙猫 となりのトトロ,1988,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']","['2018-12-14(中国大陆)', '1988-04-16(日本)']",86分钟,"['1291583', '1291561', '1308807', '1297359', '1307811', '1291585', '1959877', '4202302', '1297052', '2131459']",663802,234617,9.150002561004635,8.241764237033122,664,1991,39164,195158,426825,2666,786,955,1748,4284,11787,35537,67459,54960,54435
1291583,tt0092067,https://movie.douban.com/subject/1291583,http://www.imdb.com/title/tt0092067,天空之城 天空の城ラピュタ,1986,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']","['1992(中国大陆)', '1986-08-02(日本)']",125分钟,"['1291585', '1297359', '1308807', '1307811', '1959877', '1291838', '1291561', '1304970', '1297052', '1418019']",462591,125701,9.069990553210072,8.053404507521817,463,1388,29606,149879,281255,1950,575,635,951,2327,6531,21934,40991,26845,22962
1291561,tt0245429,https://movie.douban.com/subject/1291561,http://www.imdb.com/title/tt0245429,千与千寻 千と千尋の神隠し,2001,宫崎骏,/celebrity/1054439/,"['剧情', '动画', '奇幻']",['2001-07-20(日本)'],125分钟,"['1291583', '1308807', '1297359', '1291560', '1291585', '1307811', '1959877', '1418019', '4202302', '1301753']",1001484,546943,9.301995838176147,8.530210643522269,1001,2003,42062,255378,701039,7964,2336,2619,3980,8057,18626,53593,119437,156872,173459
1308807,tt0347149,https://movie.douban.com/subject/1308807,http://www.imdb.com/title/tt0347149,哈尔的移动城堡 ハウルの動く城,2004,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']","['2004-09-05(威尼斯电影节)', '2004-11-20(日本)']",119分钟,"['1291583', '1297359', '1291585', '1307811', '1959877', '1291561', '1304970', '1297052', '1291838', '1291560']",509753,278253,8.97799522513845,8.278929607227957,510,2549,40270,170258,296166,2720,866,1196,1947,4628,13179,40671,80924,67714,64408
1297359,tt0119698,https://movie.douban.com/subject/1297359,http://www.imdb.com/title/tt0119698,幽灵公主 もののけ姫,1997,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']",['1997-07-12(日本)'],134分钟,"['1291585', '1291583', '1308807', '1307811', '1291838', '1959877', '1304970', '1297052', '1303907', '1418019']",309308,289004,8.842002146727532,8.37749650523868,309,1547,29384,114444,163624,4074,1172,1372,2095,4667,11698,35481,73109,77906,77430
1307811,tt0097814,https://movie.douban.com/subject/1307811,http://www.imdb.com/title/tt0097814,魔女宅急便 魔女の宅急便,1989,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']",['1989-07-29(日本)'],103分钟,"['1291585', '1291583', '1297359', '1308807', '1959877', '1304970', '1291838', '1297052', '1303907', '4202302']",254909,97551,8.540020164058546,7.957673422107412,255,1020,32119,116493,104768,560,281,360,684,1926,6838,21941,32784,16946,15231
1291585,tt0087544,https://movie.douban.com/subject/1291585,http://www.imdb.com/title/tt0087544,风之谷 風の谷のナウシカ,1984,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']","['1992-05(中国大陆)', '1984-03-11(日本)']",117分钟,"['1297359', '1291583', '1307811', '1308807', '1291838', '1959877', '1304970', '1297052', '1303907', '1418019']",228111,126289,8.825992608861474,8.103579884233781,228,1141,21899,84629,119986,1915,625,710,1123,2645,6669,20429,37799,28768,25606
1959877,tt0876563,https://movie.douban.com/subject/1959877,http://www.imdb.com/title/tt0876563,悬崖上的金鱼姬 崖の上のポニョ,2008,宫崎骏,/celebrity/1054439/,"['动画', '奇幻', '冒险']",['2008-07-19(日本)'],101分钟,"['1307811', '1291583', '1297359', '1308807', '1291585', '1304970', '1291838', '1297052', '1303907', '4202302']",230146,105699,8.371998644338811,7.738512190276162,460,2532,37514,102875,86765,736,445,663,1367,3339,9678,25822,33355,16427,13867
4202302,tt1568921,https://movie.douban.com/subject/4202302,http://www.imdb.com/title/tt1568921,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,2010,米林宏昌,/celebrity/1314163/,"['动画', '奇幻', '冒险']",['2010-07-17(日本)'],94分钟,"['1307811', '1308807', '1291583', '1297359', '1291585', '1959877', '1297052', '1291560', '1304970', '1291561']",281904,67228,8.728020886542938,7.715460819896472,282,1410,29318,115299,135596,411,212,345,660,1929,6238,17894,22077,9382,8080
1297052,tt0113824,https://movie.douban.com/subject/1297052,http://www.imdb.com/title/tt0113824,侧耳倾听 耳をすませば,1995,近藤喜文,/celebrity/1110585/,"['剧情', '爱情', '动画']",['1995-07-15(日本)'],111分钟,"['1307811', '1291585', '1291583', '1297359', '1308807', '1304970', '1959877', '1291838', '1291588', '4202302']",230614,39831,8.826046987606997,8.050488313122944,231,1153,22370,85097,121534,448,153,211,380,898,2644,7205,12082,7793,8017
2131459,tt0910970,https://movie.douban.com/subject/2131459,http://www.imdb.com/title/tt0910970,机器人总动员 WALL·E,2008,安德鲁·斯坦顿,/celebrity/1036450/,"['爱情', '科幻', '动画', '冒险']",['2008-06-27(美国)'],98分钟,"['1291583', '1308807', '2129039', '1291561', '1297359', '1291579', '1418019', '1291560', '1291585', '2353023']",719291,892225,9.312014191752713,8.328440696012779,719,1439,30930,174788,510697,10075,3639,4901,7361,15927,40237,115954,230867,242968,220296
1291838,tt0104652,https://movie.douban.com/subject/1291838,http://www.imdb.com/title/tt0104652,红猪 紅の豚,1992,宫崎骏,/celebrity/1054439/,"['喜剧', '动画', '冒险']",['1992-07-18(日本)'],94分钟,"['1291585', '1297359', '1307811', '1303907', '1291583', '1304970', '1959877', '1308807', '1291588', '1297052']",115203,60689,8.422072341866098,7.840696007513717,230,1037,18548,50344,45160,356,202,312,615,1598,4935,14136,19892,10430,8213
1304970,tt0347618,https://movie.douban.com/subject/1304970,http://www.imdb.com/title/tt0347618,猫的报恩 猫の恩返し,2002,森田宏幸,/celebrity/1010182/,"['喜剧', '动画', '奇幻', '冒险']",['2002-07-19(日本)'],75 分钟,"['1307811', '1303907', '1291838', '1297359', '1291585', '1959877', '1291583', '1308807', '1291588', '1297052']",135983,38811,8.001985542310436,7.396562830125481,272,2176,31956,64320,37259,333,214,258,581,1688,5323,12359,10097,4038,3920
1418019,tt0059855,https://movie.douban.com/subject/1418019,http://www.imdb.com/title/tt0059855,大闹天宫,1961,万籁鸣,/celebrity/1315309/,"['动画', '奇幻']","['1961(中国大陆)', '1964(中国大陆)', '1978(中国大陆)', '2004(中国大陆)']",114分钟,"['1307315', '1428581', '1431699', '3335371', '1428577', '1291583', '1431718', '1297359', '1428578', '1291585']",162087,1444,9.301955122866115,8.398199445983378,324,648,8591,36145,116378,37,3,10,22,37,73,152,260,301,549
1301753,tt0110357,https://movie.douban.com/subject/1301753,http://www.imdb.com/title/tt0110357,狮子王 The Lion King,1994,罗杰·阿勒斯,/celebrity/1277051/,"['剧情', '动画', '歌舞', '家庭', '冒险']","['1995-07-15(中国大陆)', '1994-06-15(美国)', '2011-09-16(美国)']",89 分钟,"['1418019', '1291583', '1297359', '1307315', '1291575', '1308807', '1291578', '1291585', '1294833', '1291579']",394948,819828,8.958019789947029,8.513549183487266,395,1185,31201,138232,223936,4829,1920,2930,4873,12609,31992,97913,207013,211287,244462
1303907,tt0110008,https://movie.douban.com/subject/1303907,http://www.imdb.com/title/tt0110008,百变狸猫 平成狸合戦ぽんぽこ,1994,高畑勋,/celebrity/1041380/,"['剧情', '喜剧', '动画', '奇幻']",['1994-07-16(日本)'],119 分钟,"['1291838', '1304970', '1291585', '1297359', '1307811', '1291588', '1417728', '1291583', '1959877', '1308807']",64730,19177,8.419990730727637,7.414506961464254,65,647,10098,28740,25180,202,113,166,346,860,2543,5418,5295,2306,1928
1291588,tt0102587,https://movie.douban.com/subject/1291588,http://www.imdb.com/title/tt0102587,岁月的童话 おもひでぽろぽろ,1991,高畑勋,/celebrity/1041380/,"['剧情', '爱情', '动画']",['1991-07-20(日本)'],118 分钟,"['1303907', '1304970', '1291838', '1307811', '1291585', '1297052', '1418640', '1297359', '1417728', '1291583']",85737,19218,8.550054235627558,7.7294203351025095,86,772,11832,35838,37210,209,132,179,275,639,1823,4276,5647,3187,2851
2129039,tt1049413,https://movie.douban.com/subject/2129039,http://www.imdb.com/title/tt1049413,飞屋环游记 Up,2009,彼特·道格特,/celebrity/1022803/,"['剧情', '喜剧', '动画', '冒险']","['2009-08-04(中国大陆)', '2009-05-13(戛纳电影节)', '2009-05-29(美国)']",96分钟,"['1291583', '1308807', '1291579', '3287562', '1297359', '2131459', '1291578', '1291561', '2353023', '1291585']",704874,832017,8.941989632189582,8.244249817010951,705,2819,55685,250230,395434,4996,2262,3197,5869,14711,42979,129240,244944,217082,166737
1291579,tt0198781,https://movie.douban.com/subject/1291579,http://www.imdb.com/title/tt0198781,"怪兽电力公司 Monsters, Inc.",2001,彼特·道格特,/celebrity/1022803/,"['喜剧', '动画', '儿童', '奇幻', '冒险']","['2001-11-02(美国)', '2012-12-19(美国)']",92 分钟,"['1291575', '1291578', '3287562', '1291583', '1793491', '1308807', '1297359', '1418019', '1291577', '2353023']",331085,728604,8.63597565579836,8.084059379306181,331,1655,37744,145677,146008,3287,1675,2434,4697,12673,40876,136853,258833,152665,114611
2353023,tt0892769,https://movie.douban.com/subject/2353023,http://www.imdb.com/title/tt0892769,驯龙高手 How to Train Your Dragon,2010,迪恩·德布洛斯,/celebrity/1018302/,"['动画', '奇幻', '冒险']","['2010-05-14(中国大陆)', '2010-03-18(俄罗斯)', '2010-03-26(美国)']",98分钟,"['1291583', '1291579', '3287562', '1297359', '1308807', '1291578', '1291585', '1418019', '1291575', '4824512']",396651,601100,8.685998522630726,8.200399268008653,397,1983,42838,167387,184046,3351,1158,1754,3446,9588,31110,104251,191864,140502,114076
1307315,tt0354770,https://movie.douban.com/subject/1307315,http://www.imdb.com/title/tt0354770,哪吒闹海,1979,严定宪,/celebrity/1282456/,"['动画', '奇幻', '冒险']",['1979-05-19(中国大陆)'],65分钟,"['1418019', '1428581', '1431699', '3335371', '1428577', '1431718', '1431947', '1428578', '1431685', '1431719']",110309,619,8.930005711229363,7.930533117932149,110,662,10259,36071,63207,20,3,5,6,14,53,104,152,108,154
1428581,tt6035092,https://movie.douban.com/subject/1428581,http://www.imdb.com/title/tt6035092,天书奇谭,1983,王树忱,/celebrity/1316862/,"['动画', '奇幻']","['1983(中国大陆)', '2019(中国大陆重映)']",89分钟,"['1307315', '1428577', '1431699', '1418019', '1431947', '3335371', '1431718', '1428578', '1431719', '1431685']",73117,90,9.11804368341152,8.2,146,292,5045,21058,46649,1,0,0,0,4,6,13,26,18,22
1431699,tt0133191,https://movie.douban.com/subject/1431699,http://www.imdb.com/title/tt0133191,三个和尚,1981,徐景达,/celebrity/1319060/,"['动画', '短片']",['1982-02(西德)'],20分钟,"['3335371', '1431718', '1428577', '1428578', '1431685', '1431947', '1431946', '1431719', '1307315', '1431716']",63800,173,8.668087774294671,7.734104046242776,64,383,8358,24372,30624,3,0,1,1,4,17,49,49,19,30
3335371,tt1331015,https://movie.douban.com/subject/3335371,http://www.imdb.com/title/tt1331015,小蝌蚪找妈妈,1961,特伟,/celebrity/1024949/,"['动画', '短片']",['1960'],15分钟,"['1431699', '1431718', '1428577', '1431685', '1428578', '1431947', '1431946', '1307315', '1431719', '1431714']",63610,183,8.730042446156267,7.579234972677595,127,445,8333,21882,32823,1,0,1,5,7,24,51,44,25,25
1428577,tt6822390,https://movie.douban.com/subject/1428577,http://www.imdb.com/title/tt6822390,九色鹿,1981,钱家骏,/celebrity/1316014/,"['剧情', '动画', '短片', '奇幻']",['1981'],25分钟,"['1431699', '3335371', '1431718', '1431947', '1428578', '1431946', '1431685', '1431719', '1428581', '1307315']",58285,45,8.745886591747448,7.7555555555555555,58,350,7111,20749,29958,0,1,0,1,0,4,11,15,8,5
1431718,tt6860832,https://movie.douban.com/subject/1431718,http://www.imdb.com/title/tt6860832,神笔,1955,靳夕,/celebrity/1316669/,"['动画', '短片']",['1955'],20分钟,"['1431699', '3335371', '1431685', '1428577', '1431946', '1428578', '1431716', '1431947', '1431719', '1431714']",57108,9,8.389997898718219,7.888888888888889,114,514,9594,25356,21644,0,0,0,0,0,0,4,3,1,1
1428578,tt6825352,https://movie.douban.com/subject/1428578,http://www.imdb.com/title/tt6825352,没头脑和不高兴,1962,张松林,/celebrity/1316870/,"['喜剧', '动画', '短片']",['1962'],20分钟,"['1431699', '3335371', '1431718', '1428577', '1431947', '1431685', '1431946', '1431719', '1431945', '1428580']",58013,28,8.68798372778515,7.75,116,406,7600,21175,28716,0,0,0,0,0,2,12,7,5,2
1291575,tt0114709,https://movie.douban.com/subject/1291575,http://www.imdb.com/title/tt0114709,玩具总动员 Toy Story,1995,约翰·拉塞特,/celebrity/1013917/,"['喜剧', '动画', '家庭']",['1995-11-22(美国)'],81分钟,"['1291574', '1428878', '1291577', '1294833', '1291579', '1793491', '1291586', '1291573', '1291581', '1783457']",191281,779431,8.306020984833832,8.257817561785458,191,1530,32135,92389,65036,4721,2059,2974,5146,13407,36272,116814,245794,193103,159141
1291578,tt0268380,https://movie.douban.com/subject/1291578,http://www.imdb.com/title/tt0268380,冰川时代 Ice Age,2002,卡洛斯·沙尔丹哈,/celebrity/1009704/,"['喜剧', '动画', '冒险']",['2002-03-15(美国)'],81 分钟,"['1437342', '1291579', '3287562', '1783457', '1291575', '1291583', '1309201', '1418019', '1297359', '1793491']",349895,396058,8.498000828820073,7.603593413085961,350,1749,44787,166550,136459,1444,1166,2134,4717,13758,41438,113450,129913,48834,39204
1294833,tt0120762,https://movie.douban.com/subject/1294833,http://www.imdb.com/title/tt0120762,花木兰 Mulan,1998,巴里·库克,/celebrity/1281185/,"['剧情', '动画', '家庭', '冒险']",['1998-06-19(美国)'],88分钟,"['1294766', '1297756', '1299513', '1291575', '1297995', '1293120', '1301757', '1294461', '1292757', '1291573']",153273,218191,7.704005271639493,7.738275180919469,460,3065,45982,72958,30808,1096,616,1116,2490,7632,22237,57438,63266,29990,32310
1417728,tt0206013,https://movie.douban.com/subject/1417728,http://www.imdb.com/title/tt0206013,我的邻居山田君 ホーホケキョとなりの山田くん,1999,高畑勋,/celebrity/1041380/,"['喜剧', '动画', '家庭']",['1999-07-17(日本)'],104 分钟,"['1303907', '1291588', '1291838', '1304970', '1291585', '1297359', '1307811', '1418640', '1848925', '1291565']",40329,8791,8.746113218775571,7.322488909111592,81,323,4517,14962,20447,123,69,104,198,495,1143,2454,2283,988,934
1418640,tt0108432,https://movie.douban.com/subject/1418640,http://www.imdb.com/title/tt0108432,听到涛声 海がきこえる,1993,望月智充,/celebrity/1313667/,"['剧情', '爱情', '动画']",['1993-05-05(日本)'],72分钟,"['1291588', '1291838', '1303907', '1304970', '1297052', '1291585', '1297359', '1307811', '1417728', '1291583']",53366,7448,8.167972117078289,6.962271750805585,107,747,11207,23801,17504,65,63,122,234,568,1461,2433,1385,525,592
3287562,tt1323594,https://movie.douban.com/subject/3287562,http://www.imdb.com/title/tt1323594,神偷奶爸 Despicable Me,2010,皮埃尔·柯芬,/celebrity/1313061/,"['喜剧', '动画', '冒险']","['2010-06-20(莫斯科电影节)', '2010-07-09(美国)']",95分钟,"['1291579', '4915857', '1291578', '1291583', '2353023', '1308807', '1291575', '1783457', '1418019', '1297359']",521372,459127,8.526008301174592,7.7896660401152635,521,3650,65693,237224,213763,2057,1209,2180,4677,13239,40053,115251,150300,70557,59604
1793491,tt0382932,https://movie.douban.com/subject/1793491,http://www.imdb.com/title/tt0382932,美食总动员 Ratatouille,2007,布拉德·伯德,/celebrity/1027204/,"['喜剧', '动画', '奇幻']","['2007-10-19(中国大陆)', '2007-06-29(美国)']",111 分钟,"['1291575', '1291577', '1428878', '1783457', '1291579', '1294833', '1291586', '1437342', '1291573', '1309201']",218603,570394,8.316015791183105,8.01444790793732,219,1530,35851,105804,74981,5439,1769,2574,4818,12553,37997,108193,183249,116688,97114
1291577,tt0317705,https://movie.douban.com/subject/1291577,http://www.imdb.com/title/tt0317705,超人总动员 The Incredibles,2004,布拉德·伯德,/celebrity/1027204/,"['喜剧', '动作', '动画', '冒险']","['2005-01-28(中国大陆)', '2004-11-05(美国)']",115分钟,"['1291575', '1428878', '1793491', '1294833', '1291586', '1783457', '1291581', '1291573', '1291579', '1437342']",188219,592491,8.03201589637603,8.018201120354572,188,2070,41973,94298,49690,5181,1691,2750,5410,14118,40716,110306,188876,120207,103236
4824512,tt1646971,https://movie.douban.com/subject/4824512,http://www.imdb.com/title/tt1646971,驯龙高手2 How to Train Your Dragon 2,2014,迪恩·德布洛斯,/celebrity/1018302/,"['动画', '奇幻', '冒险']","['2014-08-14(中国大陆)', '2014-05-16(戛纳电影节)', '2014-06-13(美国)']",102分钟,"['2353023', '4202982', '1291575', '11443314', '1291579', '3287562', '1783457', '1793491', '1291577', '1437342']",175109,271640,7.921968602413354,7.982874392578413,525,3327,42376,85103,43777,1483,672,1031,2236,6483,20575,58004,84953,49943,46260
1431947,tt6822570,https://movie.douban.com/subject/1431947,http://www.imdb.com/title/tt6822570,雪孩子,1980,林文肖,/celebrity/1300693/,"['动画', '短片']",['1980(中国大陆)'],20分钟,"['1428577', '3335371', '1431699', '1431718', '1428578', '1431685', '1431719', '1431946', '1431716', '1428581']",48245,24,8.8579127370712,8.0,96,289,5500,15294,27065,0,0,0,0,0,4,3,10,3,4
1431685,tt0475585,https://movie.douban.com/subject/1431685,http://www.imdb.com/title/tt0475585,猴子捞月,1981,周克勤,/celebrity/1316873/,"['动画', '短片']",['1981'],11分钟,"['1431946', '1431716', '1431718', '1300505', '1431714', '3335371', '1431699', '1431713', '1431960', '1431945']",30128,42,8.045937334041422,7.3809523809523805,60,362,7201,13708,8797,0,0,1,0,0,6,17,12,4,2
1431719,tt6822688,https://movie.douban.com/subject/1431719,http://www.imdb.com/title/tt6822688,渔童,1959,万古蟾,/celebrity/1316868/,"['动画', '短片']",['1959(中国大陆)'],30分钟,"['1431718', '1431951', '1431685', '1428577', '1431946', '1431716', '1431947', '1431945', '1300505', '1431699']",21364,12,8.712132559445797,7.75,43,150,2735,7670,10767,0,0,0,0,0,1,3,7,0,1
1291586,tt0266543,https://movie.douban.com/subject/1291586,http://www.imdb.com/title/tt0266543,海底总动员 Finding Nemo,2003,安德鲁·斯坦顿,/celebrity/1036450/,"['喜剧', '动画', '家庭', '冒险']","['2003-07-30(中国大陆)', '2003-05-30(美国)', '2012-09-14(美国)']",100 分钟,"['1291575', '1291577', '1793491', '1428878', '1294833', '1783457', '1291579', '1291578', '1291573', '1291581']",247274,855828,8.305992542685443,8.142372065415014,247,1484,39811,125615,80364,4836,2245,3172,5774,15419,46984,150589,280726,193228,152855
1299513,tt0103639,https://movie.douban.com/subject/1299513,http://www.imdb.com/title/tt0103639,阿拉丁 Aladdin,1992,罗恩·克莱蒙兹,/celebrity/1045252/,"['喜剧', '动画', '冒险']",['1992-11-25(美国)'],90 分钟,"['1297756', '1293120', '1297110', '1292757', '1294461', '1297995', '1294766', '1294833', '1296538', '1295148']",45144,314656,8.083997873471558,8.068147437201262,45,271,9300,23430,12053,1196,673,1178,2548,6928,20207,59900,107172,58675,56179
1291581,tt0126029,https://movie.douban.com/subject/1291581,http://www.imdb.com/title/tt0126029,怪物史瑞克 Shrek,2001,安德鲁·亚当森,/celebrity/1036635/,"['喜剧', '动画', '家庭', '奇幻', '冒险']",['2001-05-18(美国)'],90 分钟,"['1291582', '1291575', '1294833', '1291577', '1309201', '1437342', '1428878', '1291573', '1783457', '1793491']",140180,554712,7.877971179911542,7.8757012648004725,280,1682,34624,73314,30279,4830,2024,2923,5335,13489,38677,117022,197052,98918,74442
1431945,tt6794722,https://movie.douban.com/subject/1431945,http://www.imdb.com/title/tt6794722,老狼请客,1980,阎善春,/celebrity/1316877/,"['动画', '短片']",['1980(中国大陆)'],10分钟,"['1300505', '1431716', '1431685', '1431714', '1431946', '1431960', '1431713', '1431949', '1431948', '1431719']",16050,7,8.205732087227414,6.7142857142857135,32,160,3306,7174,5377,0,0,0,0,0,3,3,1,0,0
1292757,tt0032910,https://movie.douban.com/subject/1292757,http://www.imdb.com/title/tt0032910,木偶奇遇记 Pinocchio,1940,汉密尔顿·卢斯科,/celebrity/1028503/,"['剧情', '动画', '音乐', '奇幻']",['1940-02-07'],88 分钟,"['1297756', '1295148', '1304603', '1297110', '1294461', '1299513', '1293120', '1294457', '1296684', '1300075']",29010,114166,8.237986901068597,7.4786100940735425,29,174,4961,14998,8848,637,530,919,1926,5420,14250,33495,31795,11720,13474
1291574,tt0120363,https://movie.douban.com/subject/1291574,http://www.imdb.com/title/tt0120363,玩具总动员2 Toy Story 2,1999,约翰·拉塞特,/celebrity/1013917/,"['喜剧', '动画', '奇幻', '冒险']",['1999-11-24(美国)'],92分钟,"['1291575', '1428878', '1291577', '1291573', '1294833', '1793491', '1291579', '1291586', '1437342', '1291581']",108670,462592,8.135971289224257,7.885343888350857,109,869,21299,55096,31188,4195,1571,2216,4354,11798,34014,99760,155888,80162,68634
1294461,tt0042332,https://movie.douban.com/subject/1294461,http://www.imdb.com/title/tt0042332,仙履奇缘 Cinderella,1950,克莱德·杰洛尼米,/celebrity/1018550/,"['爱情', '动画', '歌舞', '奇幻']",['1950-03-04'],74 分钟,"['1297110', '1297756', '1293120', '1292757', '1299513', '1297995', '1296538', '1295148', '1300075', '1294833']",35855,129352,8.214196067494072,7.393507638072855,36,287,6669,17677,11187,681,521,998,2287,6987,19290,40946,29702,11813,16127
1291573,tt0120623,https://movie.douban.com/subject/1291573,http://www.imdb.com/title/tt0120623,虫虫危机 A Bug's Life,1998,约翰·拉塞特,/celebrity/1013917/,"['喜剧', '动画', '冒险']",['1998-11-25'],95 分钟,"['1291575', '1428878', '1294833', '1294766', '1291577', '1793491', '1291581', '1299513', '1297756', '1292973']",66126,244733,7.813961225539122,7.275275504325122,66,860,18119,33195,13886,1190,888,1750,4186,12287,37934,84345,61835,21774,18544
1848925,tt0831888,https://movie.douban.com/subject/1848925,http://www.imdb.com/title/tt0831888,恶童 鉄コン筋クリート,2006,迈克尔·艾里亚斯,/celebrity/1321067/,"['动作', '动画', '犯罪', '冒险']",['2006-12-23(日本)'],111 分钟,"['1477916', '3908423', '1457707', '1291565', '1310177', '1307394', '1307897', '1851187', '2035594', '1865703']",52747,11311,8.555898913682295,7.819821412784015,316,1108,7332,19094,24949,107,73,90,176,426,997,2277,3203,2072,1890
11443314,tt2357291,https://movie.douban.com/subject/11443314,http://www.imdb.com/title/tt2357291,里约大冒险2 Rio 2,2014,卡洛斯·沙尔丹哈,/celebrity/1009704/,"['喜剧', '动画', '冒险']",['2014-04-11(中国大陆/美国)'],101分钟,"['3731581', '4202982', '3178770', '4915857', '1437342', '1291575', '3789848', '4824512', '1428878', '3101548']",93061,71189,7.638000881142476,6.559398221635364,372,2327,29314,42808,18240,1062,749,1576,3482,8933,19066,18709,8613,3177,5822
1428878,tt0317219,https://movie.douban.com/subject/1428878,http://www.imdb.com/title/tt0317219,赛车总动员 Cars,2006,约翰·拉塞特,/celebrity/1013917/,"['喜剧', '动画', '冒险']","['2006-08-22(中国大陆)', '2006-06-09(美国)']",117分钟,"['1291575', '3036478', '1291577', '1793491', '1291573', '1294833', '1291586', '1437342', '1783457', '1309201']",110203,323799,7.818026732484596,7.265040966772595,220,2094,29424,54220,24245,2887,2018,3648,7643,19261,48641,96856,79142,32335,31368
1294766,tt0120855,https://movie.douban.com/subject/1294766,http://www.imdb.com/title/tt0120855,泰山 Tarzan,1999,Chris Buck,/subject_search?search_text=Chris%20Buck,"['剧情', '动画', '家庭', '冒险']",['1999-06-18'],88 分钟,"['1294833', '1299513', '1297756', '1301757', '1297995', '1293120', '1292757', '1291573', '1291575', '1294461']",76515,178963,7.603920799843168,7.3898124193269,153,1071,25326,37186,12778,1027,762,1427,3160,9374,25467,56149,43591,18472,19534
4202982,tt2294629,https://movie.douban.com/subject/4202982,http://www.imdb.com/title/tt2294629,冰雪奇缘 Frozen,2013,克里斯·巴克,/celebrity/1279552/,"['喜剧', '动画', '歌舞', '奇幻']","['2014-02-05(中国大陆)', '2013-11-27(美国)']",102分钟,"['1291583', '1308807', '1291575', '3287562', '1291579', '1863766', '1297359', '2353023', '1783457', '1307811']",388796,510429,8.291993744791613,7.651575439483258,778,5054,66484,178846,137245,7791,3414,5157,9613,22603,54968,115027,127643,74242,89971
1783457,tt0441773,https://movie.douban.com/subject/1783457,http://www.imdb.com/title/tt0441773,功夫熊猫 Kung Fu Panda,2008,马克·奥斯本,/celebrity/1293683/,"['喜剧', '动作', '动画', '冒险']","['2008-06-20(中国大陆)', '2008-05-15(戛纳电影节)', '2008-06-06(美国)']",95分钟,"['3233635', '1291575', '1291578', '1793491', '1291577', '1294833', '1428878', '1291579', '1309201', '1291586']",378258,375210,8.002009210644587,7.668750832866928,757,5296,83595,191777,96834,1977,1082,2072,4542,12665,37869,100106,119698,51988,43211
1300505,tt0135066,https://movie.douban.com/subject/1300505,http://www.imdb.com/title/tt0135066,鹬蚌相争,1983,胡进庆,/celebrity/1287043/,"['动画', '短片']",['1984-02(西德)'],10分钟,"['1431716', '1431685', '1431714', '1431713', '1431946', '1431945', '1431960', '1431949', '1431944', '1431719']",16600,72,8.068072289156627,7.319444444444444,33,216,3851,7553,4947,1,0,2,2,3,8,27,11,8,10
1309201,tt0351283,https://movie.douban.com/subject/1309201,http://www.imdb.com/title/tt0351283,马达加斯加 Madagascar,2005,埃里克·达尼尔,/celebrity/1315498/,"['喜剧', '动画', '家庭', '冒险']","['2005-07-15(中国大陆)', '2005-05-27(美国)']",86 分钟,"['1994876', '1437342', '1291575', '1291581', '1428878', '1783457', '1793491', '1294833', '1291577', '1291573']",137254,326459,7.800034971658385,7.023852918743242,275,2471,36372,69725,28412,1994,1718,3426,7965,23059,64782,113368,65615,22371,22161
1297995,tt0101414,https://movie.douban.com/subject/1297995,http://www.imdb.com/title/tt0101414,美女与野兽 Beauty and the Beast,1991,加里·特洛斯达勒,/celebrity/1018542/,"['喜剧', '爱情', '动画', '歌舞', '奇幻']","['1991-09-29(纽约电影节)', '1991-11-22(美国)', '2012-01-13(美国)']",84分钟,"['1297756', '1293120', '1299513', '1294461', '1294833', '1297110', '1292757', '1294766', '1291575', '1295148']",96903,383906,8.376004870850231,8.093582804123926,97,581,15117,46320,34788,2597,1234,1888,3713,9978,26557,70948,112613,68958,85420
1291565,tt0286244,https://movie.douban.com/subject/1291565,http://www.imdb.com/title/tt0286244,疯狂约会美丽都 Les triplettes de Belleville,2003,希尔万·肖默,/celebrity/1040620/,"['喜剧', '动画']",['2003-06-11(法国)'],Argentina: 80 分钟(Buenos Aires Festival Internacional de Cine Independiente),"['1921583', '1962116', '1848925', '1297131', '1309010', '3212221', '1297359', '1307394', '1417728', '1310177']",59162,47434,8.706061323146615,7.84671332799258,177,592,6685,22127,29522,645,311,436,736,1471,3458,8908,14586,9295,7588
1431960,tt6851720,https://movie.douban.com/subject/1431960,http://www.imdb.com/title/tt6851720,咕咚来了,1981,胡雄华,/subject_search?search_text=%E8%83%A1%E9%9B%84%E5%8D%8E,"['动画', '短片', '儿童']",['1981(中国大陆)'],20分钟,"['1431714', '1431716', '1431713', '1431685', '1431946', '1431945', '1431949', '1300505', '2157295', '1431951']",16206,7,7.848204368752314,7.285714285714286,49,292,4684,7001,4181,0,0,0,0,0,2,3,1,0,1
