doubanID,imdbID,doubanURL,imdbURL,movieTitle,year,directorName,directorID,category,releaseDate,duration,relatedMovieIDs,doubanTotalVotes,imdbTotalVotes,doubanScore,imdbScore,douban-1star,douban-2star,douban-3star,douban-4star,douban-5star,imdb-1star,imdb-2star,imdb-3star,imdb-4star,imdb-5star,imdb-6star,imdb-7star,imdb-8star,imdb-9star,imdb-10star
1291549,tt0372824,https://movie.douban.com/subject/1291549,http://www.imdb.com/title/tt0372824,放牛班的春天 Les choristes,2004,克里斯托夫·巴拉蒂,/celebrity/1277959/,"['剧情', '音乐']","['2004-10-16(中国大陆)', '2004-03-17(法国)']",97分钟,"['1292001', '1291828', '1291548', '1291875', '1292720', '1292656', '3319755', '3011091', '1294408', '1849031']",671874,51938,9.258009686339998,8.072297739612617,672,1344,28219,186109,455531,255,146,217,404,1067,3311,9580,17530,10336,9092
1297666,tt0133240,https://movie.douban.com/subject/1297666,http://www.imdb.com/title/tt0133240,星银岛 Treasure Planet,2002,罗恩·克莱蒙兹,/celebrity/1045252/,"['爱情', '科幻', '动画', '家庭', '冒险']",['2002-11-27'],95 分钟,"['1305394', '1308281', '1299256', '1299513', '1301887', '1304543', '1298694', '1301538', '1291573', '1294766']",7911,89078,7.765642775881683,7.336390579043085,32,174,2239,3710,1756,587,439,821,1893,5297,14273,26790,19243,8936,10799
1419901,tt0312004,https://movie.douban.com/subject/1419901,http://www.imdb.com/title/tt0312004,超级无敌掌门狗：人兔的诅咒 Wallace & Gromit: The Curse of the Were-Rabbit,2005,斯蒂夫·博克斯,/celebrity/1005535/,"['喜剧', '动画']",['2005-10-14(英国)'],85分钟,"['1293834', '1295529', '1294132', '1292973', '1297131', '1291565', '1291573', '1793491', '1291575', '1291581']",23537,114363,8.196201724943705,7.526892438988135,47,306,4543,10921,7697,1341,640,923,1798,4808,13039,29855,33783,15067,13109
26605863,tt5571274,https://movie.douban.com/subject/26605863,http://www.imdb.com/title/tt5571274,无头骑士异闻录第二季：转 OVA デュラララ!!×2 転 第13.5話 お惚気チャカポコ,2015,大森贵弘,/celebrity/1275191/,"['剧情', '动画']",['2015-11-14(日本)'],24分钟,"['26331539', '25928796', '26429955', '26660864', '25805051', '26348787', '26310757', '25899455', '26691525', '25853650']",896,9,8.741071428571427,6.666666666666666,5,4,99,334,454,0,0,0,1,1,3,1,2,0,1
1900321,tt0368574,https://movie.douban.com/subject/1900321,http://www.imdb.com/title/tt0368574,少年故事 Kid's Story,2003,渡边信一郎,/celebrity/1274349/,"['科幻', '动画', '短片']",['2003-06-02'],14分钟,"['2049560', '2049559', '2049547', '1961961', '2049556', '2049545', '2049544', '1292347', '2035594', '1307897']",4326,5628,8.91308368007397,7.562011371712864,9,22,424,1406,2466,47,20,43,75,249,635,1633,1508,687,731
1299209,tt0066434,https://movie.douban.com/subject/1299209,http://www.imdb.com/title/tt0066434,500年后 THX 1138,1971,乔治·卢卡斯,/celebrity/1054507/,"['剧情', '科幻', '悬疑', '惊悚']",['1971-03-11(美国)'],86分钟,"['1294852', '1298107', '1293823', '3228134', '1757937', '1316524', '1296140', '1306111', '1292729', '1293166']",3310,44249,7.102719033232628,6.845917421862642,46,248,1331,1205,480,780,546,988,1936,3808,8072,12481,8572,3730,3336
4036559,tt0209489,https://movie.douban.com/subject/4036559,http://www.imdb.com/title/tt0209489,妖刀传 戦国奇譚 妖刀伝,1987,山崎理,/subject_search?search_text=%E5%B1%B1%E5%B4%8E%E7%90%86,"['动画', '奇幻', '冒险']",['1987-05-21'],86分钟,"['1456200', '4257045', '5908490', '3268086', '3725959', '3338150', '4006594', '4285561', '5967013', '1974298']",48,383,6.125,5.8433420365535245,1,4,31,10,1,16,14,16,44,67,87,67,29,18,25
1291587,tt0120794,https://movie.douban.com/subject/1291587,http://www.imdb.com/title/tt0120794,埃及王子 The Prince of Egypt,1998,布兰达∙查普曼,/celebrity/1280481/,"['剧情', '动画', '冒险']",['1998-12-18(美国)'],99分钟,"['1299513', '1294766', '1294833', '1301342', '1296636', '1297995', '1297756', '1293120', '1291573', '1297131']",30180,107204,7.983697813121272,7.261137644117756,121,513,7122,14154,8269,1077,727,1321,2806,7273,17614,30575,21231,11017,13563
2078675,tt0060183,https://movie.douban.com/subject/2078675,http://www.imdb.com/title/tt0060183,马车夫 Borom sarret,1963,乌斯曼·塞姆班,/celebrity/1014424/,"['剧情', '短片']",['1969-01-12'],20 分钟,"['3388168', '1732586', '3203223', '1889907', '3094769', '2338087', '3388174', '1874926', '2008239', '2131152']",183,687,7.3442622950819665,7.0727802037845695,1,7,77,69,30,14,6,10,20,36,104,223,166,50,58
1889907,tt0390579,https://movie.douban.com/subject/1889907,http://www.imdb.com/title/tt0390579,"两车一夜 Two Cars, One Night",2003,塔伊加·维迪提,/celebrity/1076354/,"['剧情', '爱情', '短片']",['2004-01(圣丹斯电影节)'],12分钟,"['3388168', '2078675', '3388174', '2008239', '1732586', '3203223', '2058703', '1786357', '1929405', '3312602']",326,1289,7.177914110429447,7.484871993793639,8,12,136,115,54,20,6,9,25,53,166,359,328,139,184
3388168,tt1152712,https://movie.douban.com/subject/3388168,http://www.imdb.com/title/tt1152712,在冰上 Sikumi,2008,安德鲁·麦克莱恩,/celebrity/1309013/,"['剧情', '短片']",['2008-06-01'],15 分钟,"['2078675', '3388174', '1889907', '1732586', '2338087', '1981076', '2058703', '1874936', '3203223', '2131152']",151,196,6.291390728476821,6.505102040816325,1,29,76,37,8,6,2,8,10,18,33,68,31,11,9
2150187,tt1062891,https://movie.douban.com/subject/2150187,http://www.imdb.com/title/tt1062891,阿嬷 Ah Ma,2007,陈哲艺,/celebrity/1001669/,['短片'],['2007-05-26'],14分钟,"['3821664', '25869004', '3203223', '1441822', '1417074', '25910017', '2008239', '24843950', '3428413', '25812222']",120,71,6.783333333333332,6.450704225352113,2,11,56,40,11,1,1,3,4,7,17,26,4,1,7
1732586,tt0477785,https://movie.douban.com/subject/1732586,http://www.imdb.com/title/tt0477785,我的父亲100岁了 My Dad Is 100 Years Old,2005,Guy Maddin,/subject_search?search_text=Guy%20Maddin,"['短片', '传记']",['2006-04-16'],16 分钟,"['2078675', '3388168', '1889907', '2338087', '1981076', '3203223', '1758472', '2058703', '2008239', '1437470']",141,694,7.574468085106383,7.259365994236312,1,5,43,61,30,15,9,12,12,26,55,274,142,83,66
1304826,tt0115016,https://movie.douban.com/subject/1304826,http://www.imdb.com/title/tt0115016,夜半歌声 夜半歌聲,1995,于仁泰,/celebrity/1301565/,"['剧情', '爱情', '惊悚', '音乐']",['1995-07-22(香港)'],100 分钟,"['1299288', '1303376', '1295284', '1299624', '1298207', '1306799', '1300247', '1302874', '3608982', '1303590']",47843,641,7.860125828229834,5.940717628705149,96,861,11961,24065,10813,71,33,43,39,28,93,151,75,49,59
1303376,tt0109958,https://movie.douban.com/subject/1303376,http://www.imdb.com/title/tt0109958,金枝玉叶 金枝玉葉,1994,陈可辛,/celebrity/1274300/,"['喜剧', '爱情', '同性']",['1994-07-23(香港)'],107分钟,"['1302054', '1304826', '1299288', '1295284', '1306799', '1292950', '3732861', '1301912', '1300247', '1302874']",54271,809,8.311952976727902,7.451174289245984,109,434,8846,26376,18506,21,5,8,9,22,94,227,223,110,90
1299624,tt0127468,https://movie.douban.com/subject/1299624,http://www.imdb.com/title/tt0127468,半生缘 半生緣,1997,许鞍华,/celebrity/1053570/,"['剧情', '爱情']",['1997-09-12(中国大陆)'],126分钟,"['1303590', '1304826', '1299288', '1297036', '1305164', '1296334', '1301912', '1292950', '1304530', '1418070']",46393,279,7.742073157588429,7.232974910394265,93,789,13129,23614,8815,4,2,3,5,14,50,78,69,27,27
1890497,tt0189124,https://movie.douban.com/subject/1890497,http://www.imdb.com/title/tt0189124,整盅集 Surprise Cinema,1999,比尔·普莱姆顿,/celebrity/1048350/,"['喜剧', '动画', '短片']",['2005-05-20'],7分钟,"['1410831', '1470745', '1861096', '1296268', '1470739', '1861102', '1861683', '1470743', '1900475', '1470746']",248,232,7.516129032258065,6.2715517241379315,4,10,76,110,48,4,8,9,11,28,61,49,46,13,3
2010731,tt0101988,https://movie.douban.com/subject/2010731,http://www.imdb.com/title/tt0101988,强殖装甲 Guyver,1991,Screaming Mad George,/subject_search?search_text=Screaming%20Mad%20George,"['喜剧', '动作', '科幻']",['1992-09-10'],88分钟,"['4851006', '2269693', '1297259', '1294456', '1302153', '1297265', '3011105', '2346236', '1293880', '1304209']",104,4290,4.653846153846154,5.114685314685315,23,38,33,6,4,323,289,481,672,803,635,410,234,87,356
1293432,tt0082869,https://movie.douban.com/subject/1293432,http://www.imdb.com/title/tt0082869,九霄云外 Outland,1981,彼得·海姆斯,/celebrity/1025315/,"['动作', '科幻', '犯罪']",['1981-08-27(英国)'],109分钟,"['1293196', '1294235', '2131439', '1301930', '1306473', '1302153', '1754124', '1294456', '1423001', '1298998']",348,24706,6.17816091954023,6.673561078280579,15,49,201,56,27,231,190,388,936,2469,5941,8263,4085,1184,1019
1300033,tt0076210,https://movie.douban.com/subject/1300033,http://www.imdb.com/title/tt0076210,冲出人魔岛 The Island of Dr. Moreau,1977,唐·泰勒,/celebrity/1154867/,"['爱情', '科幻', '惊悚', '恐怖', '奇幻', '冒险']",['1977-07-13'],99 分钟,"['1293196', '1292716', '1293543', '2131439', '1305748', '1296194', '1303219', '2242131', '1298832', '1297906']",64,4993,6.71875,5.927899058682155,5,8,24,18,10,75,92,195,431,1017,1517,1012,338,105,211
1962057,tt0115475,https://movie.douban.com/subject/1962057,http://www.imdb.com/title/tt0115475,黄金岛历险记 黃金島歷險記,1996,邱礼涛,/subject_search?search_text=%E9%82%B1%E7%A4%BC%E6%B6%9B,"['家庭', '奇幻']",['1996-08-02'],92 分钟,"['1864541', '1304132', '2061104', '1419904', '1416722', '3235973', '3182495', '3092179', '1308927', '1460996']",2474,53,6.376717865804365,4.886792452830189,67,289,1425,507,188,6,1,5,12,8,12,4,1,0,4
1302593,tt0115004,https://movie.douban.com/subject/1302593,http://www.imdb.com/title/tt0115004,新扎师兄追女仔 新紮師兄追女仔,1995,朱延平,/celebrity/1275412/,['喜剧'],['1995-11-01(台湾)'],82分钟,"['2061104', '1303980', '1864542', '1416722', '1305211', '1864541', '3235973', '1582251', '4745864', '3264234']",1530,41,6.409150326797386,5.487804878048782,40,158,898,327,109,2,0,3,5,12,9,5,2,1,2
4930402,tt5924622,https://movie.douban.com/subject/4930402,http://www.imdb.com/title/tt5924622,超级三等兵,1997,朱延平,/celebrity/1275412/,['喜剧'],['1997-05-03(台湾)'],90分钟,"['3264234', '20280334', '2061104', '3235973', '1416722', '3092179', '3737125', '1304132', '4745864', '1864541']",505,20,7.358415841584159,8.4,4,33,184,184,100,0,0,0,1,1,3,2,1,1,11
1292977,tt0112281,https://movie.douban.com/subject/1292977,http://www.imdb.com/title/tt0112281,神探飞机头2 Ace Ventura: When Nature Calls,1995,史蒂夫·欧德科克,/celebrity/1036613/,"['喜剧', '动作', '悬疑', '冒险']",['1995-11-10'],90 分钟,"['1292829', '1293899', '1296454', '1295318', '1422909', '1297018', '1295749', '1297570', '1306057', '1307389']",12270,185843,7.037815810920946,6.470757574942289,110,834,5472,4282,1571,3513,3591,6095,11452,24483,42742,43601,24702,10573,15091
1296454,tt0109686,https://movie.douban.com/subject/1296454,http://www.imdb.com/title/tt0109686,阿呆与阿瓜 Dumb & Dumber,1994,彼得·法雷里,/celebrity/1036662/,['喜剧'],['1994-12-16(美国)'],107分钟,"['1292829', '1293899', '1295318', '10577854', '1297018', '1422909', '1297570', '1294948', '2147854', '1297223']",30505,326431,7.242091460416326,7.399625035612427,305,1708,11744,12233,4515,5096,3689,5262,9107,18581,40465,79757,74359,39237,50878
1422909,tt0369441,https://movie.douban.com/subject/1422909,http://www.imdb.com/title/tt0369441,新抢钱夫妻 Fun with Dick and Jane,2005,迪恩·帕里索特,/celebrity/1293954/,"['喜剧', '犯罪']",['2005-12-21(美国)'],90 分钟,"['1295318', '1293899', '1292829', '1297018', '1296454', '2147854', '1297570', '1295749', '1308987', '1307389']",26092,124324,6.939828299862026,6.259805025578328,130,1435,12863,9367,2296,1770,1689,3393,7627,19435,37009,30466,12642,4148,6145
1307389,tt0274166,https://movie.douban.com/subject/1307389,http://www.imdb.com/title/tt0274166,憨豆特工 Johnny English,2003,彼得·休伊特,/celebrity/1045222/,"['喜剧', '动作', '冒险']","['2003-09-12(中国大陆)', '2003-04-11(英国)']",88 分钟,"['1294948', '1297018', '1293088', '1297518', '1302090', '1293351', '1298644', '1307739', '1299680', '1297223']",72798,135296,7.547954614137751,6.362168874172184,291,2038,23732,34870,11939,1984,2095,4061,8390,19494,36258,32921,15925,5686,8482
27030923,tt5597372,https://movie.douban.com/subject/27030923,http://www.imdb.com/title/tt5597372,特别出演 Here Nor There,2016,Julia Hutchings,/subject_search?search_text=Julia%20Hutchings,"['剧情', '短片']",['2016-01-04(加拿大)'],15分钟,"['27012833', '27092782', '26959138', '26980016', '27078335', '26986839', '27188163', '27605479', '26920382', '25937865']",86,6,5.883720930232558,7.166666666666667,4,16,48,17,1,0,0,0,1,1,0,1,1,1,1
1291858,tt0245929,https://movie.douban.com/subject/1291858,http://www.imdb.com/title/tt0245929,鬼子来了,2000,姜文,/celebrity/1021999/,"['剧情', '历史', '战争']","['2000-05-12(戛纳电影节)', '2002-04-27(日本)']",139分钟,"['1292365', '1292224', '1295124', '1292849', '1900841', '1293182', '1292064', '1296736', '1438652', '3742360']",329336,5988,9.21600432385163,8.35571142284569,659,1317,17455,85957,223619,81,34,31,48,118,248,727,1500,1577,1624
1291818,tt0111797,https://movie.douban.com/subject/1291818,http://www.imdb.com/title/tt0111797,饮食男女 飲食男女,1994,李安,/celebrity/1054421/,"['剧情', '家庭']",['1994-08-03(美国)'],124分钟,"['1306939', '1303037', '1291568', '2222996', '1292365', '1291870', '3792799', '5964718', '25980443', '26694988']",284687,16403,9.107974723116966,7.897823568859355,285,854,15088,94516,174228,182,98,62,133,430,1106,3199,5715,3227,2251
1292062,tt0169547,https://movie.douban.com/subject/1292062,http://www.imdb.com/title/tt0169547,美国丽人 American Beauty,1999,萨姆·门德斯,/celebrity/1048021/,"['剧情', '爱情', '家庭']","['1999-09-08(洛杉矶首映)', '1999-10-01(美国)']",122分钟,"['1388216', '1292224', '1900841', '1293182', '1292064', '1291870', '1298624', '1291818', '1292270', '1295124']",223959,979248,8.47003246129872,8.263262217538356,448,2016,31802,99886,89808,12142,5022,6227,9469,19580,45679,128148,258033,269714,225234
1388216,tt0375679,https://movie.douban.com/subject/1388216,http://www.imdb.com/title/tt0375679,撞车 Crash,2004,保罗·哈吉斯,/celebrity/1032048/,"['剧情', '犯罪']","['2004-09-10(多伦多电影节)', '2005-05-06(美国)']",112分钟,"['1900841', '1292224', '1292062', '1498818', '6985810', '1293182', '1300374', '1292064', '1291822', '1291858']",208303,398488,8.570025395697614,7.782352291662484,625,1875,25830,89154,90820,10633,3425,4505,6975,12958,28423,67661,112307,81145,70456
5964718,tt1832382,https://movie.douban.com/subject/5964718,http://www.imdb.com/title/tt1832382,一次别离 جدایی نادر از سیمین,2011,阿斯哈·法哈蒂,/celebrity/1275094/,"['剧情', '家庭']","['2012-11-13(中国大陆)', '2011-02-15(柏林电影节)', '2011-03-16(伊朗)']",123分钟,"['1291818', '6985810', '1291568', '1292062', '1306939', '1900841', '1388216', '1292365', '2222996', '2297265']",159484,192702,8.729966642421811,8.392372679058855,319,1276,15789,65388,76871,3359,812,976,1483,3405,7644,23663,46673,45400,59287
1291545,tt0319061,https://movie.douban.com/subject/1291545,http://www.imdb.com/title/tt0319061,大鱼 Big Fish,2003,蒂姆·波顿,/celebrity/1019002/,"['剧情', '家庭', '奇幻', '冒险']","['2003-12-04(纽约首映)', '2004-01-09(美国)']",125 分钟,"['1309101', '1298070', '1295038', '1291870', '1291571', '1291818', '1929463', '1966182', '1291583', '2353023']",323381,387261,8.752004601383508,8.044024572575086,647,2587,33955,121915,163954,3845,1684,2431,4405,9954,25462,64909,117780,84044,72747
1306861,tt0277027,https://movie.douban.com/subject/1306861,http://www.imdb.com/title/tt0277027,我是山姆 I Am Sam,2001,杰茜·尼尔森,/celebrity/1293033/,"['剧情', '家庭']",['2001-12-03(美国)'],132 分钟,"['1291870', '3792799', '1303021', '6786002', '3011091', '1867345', '1849031', '1300992', '1292063', '1291818']",137914,134855,8.856040721029048,7.794445886322346,138,690,11999,52269,72819,1179,750,1073,1923,4458,11271,29920,40950,22736,20595
3792799,tt1602572,https://movie.douban.com/subject/3792799,http://www.imdb.com/title/tt1602572,岁月神偷 歲月神偷,2010,罗启锐,/celebrity/1274690/,"['剧情', '家庭']","['2010-04-16(中国大陆)', '2010-02-14(柏林电影节)', '2010-03-11(香港)']",117分钟,"['5977835', '3011091', '6786002', '2149806', '1291818', '1849031', '1295644', '1291560', '1292063', '4917726']",372345,1572,8.653974136889175,7.545165394402036,745,3351,43564,150427,174257,25,9,21,22,60,145,390,499,235,166
1764796,tt0472033,https://movie.douban.com/subject/1764796,http://www.imdb.com/title/tt0472033,机器人9号 9,2009,申·阿克,/celebrity/1276787/,"['科幻', '动画']",['2009-09-09(美国)'],79 分钟,"['1860257', '1919245', '1297131', '3006772', '1291573', '2303163', '1291585', '1291575', '1297359', '1793912']",63519,124868,7.470048331995152,7.163508665150399,254,2160,21660,29219,10163,1132,868,1598,3298,8087,20379,37851,28760,13057,9838
1308820,tt0407851,https://movie.douban.com/subject/1308820,http://www.imdb.com/title/tt0407851,花与爱丽丝 花とアリス,2004,岩井俊二,/celebrity/1005064/,"['剧情', '喜剧']",['2004-03-13(日本)'],135分钟,"['1292219', '1292371', '1301948', '1307793', '1308575', '2157504', '1292220', '1308685', '1787277', '1291875']",154235,3384,8.122021590430187,7.462765957446808,463,2468,32081,72182,47196,45,21,44,47,163,387,877,977,475,348
1292219,tt0297721,https://movie.douban.com/subject/1292219,http://www.imdb.com/title/tt0297721,关于莉莉周的一切 リリイ·シュシュのすべて,2001,岩井俊二,/celebrity/1005064/,['剧情'],"['2001-09-07(多伦多电影节)', '2001-10-06(日本)']",146分钟,"['1301948', '1308820', '1307793', '1292371', '1299062', '1308575', '1291875', '1291847', '1308685', '1292528']",136138,7185,7.814041634224097,7.793736951983299,1770,5446,34579,56225,38119,128,68,94,142,321,623,1294,1664,1339,1512
1301948,tt0117338,https://movie.douban.com/subject/1301948,http://www.imdb.com/title/tt0117338,梦旅人 PicNic,1996,岩井俊二,/celebrity/1005064/,"['剧情', '奇幻']",['1996-06-15(日本)'],72分钟(德国),"['1292219', '1307793', '1308820', '1308685', '1292371', '1299062', '1307322', '1308543', '1291875', '1308575']",62749,1376,8.315893480374188,7.333575581395348,376,1380,10856,25162,24911,27,9,29,36,80,172,311,367,180,165
1307793,tt0117797,https://movie.douban.com/subject/1307793,http://www.imdb.com/title/tt0117797,燕尾蝶 スワロウテイル,1996,岩井俊二,/celebrity/1005064/,"['剧情', '犯罪']",['1996-09-14(日本)'],148分钟,"['1301948', '1292219', '1308820', '1292371', '1291875', '1299062', '1292329', '1308685', '1292434', '1292528']",119637,3057,8.633967752451163,7.802747791952896,359,1436,15314,45342,57186,75,25,24,52,132,242,538,776,568,625
1787277,tt0804513,https://movie.douban.com/subject/1787277,http://www.imdb.com/title/tt0804513,彩虹女神 虹の女神,2006,熊泽尚人,/celebrity/1003756/,"['剧情', '爱情']",['2006-10-28(日本)'],118 分钟,"['1308820', '1292371', '1292219', '1915403', '1315570', '3562662', '1396313', '1796053', '1756361', '2157504']",36985,1036,7.732161687170475,7.544401544401544,111,851,11022,16902,8100,18,7,9,17,50,104,266,278,141,146
1308685,tt0217862,https://movie.douban.com/subject/1308685,http://www.imdb.com/title/tt0217862,烟花 打ち上げ花火、下から見るか、横から見るか,1995,岩井俊二,/celebrity/1005064/,"['剧情', '儿童']",['1995-08-12(日本)'],49分钟,"['1301948', '1292219', '1308820', '1299062', '1292371', '1307793', '1307322', '1308543', '1299436', '1291875']",17430,447,8.199770510613883,7.375838926174497,17,157,3312,8436,5490,9,1,2,11,24,70,114,102,58,56
1299062,tt0116767,https://movie.douban.com/subject/1299062,http://www.imdb.com/title/tt0116767,坏孩子的天空 キッズ・リターン,1996,北野武,/celebrity/1054423/,['剧情'],['1996-07-27'],107 分钟,"['1292329', '1300056', '1291875', '1291847', '1299436', '1292219', '1297418', '1292925', '1292528', '1301948']",52782,4913,8.441968853018075,7.573783838795033,106,475,6809,25916,19529,127,27,24,58,159,488,1220,1472,694,644
5154496,tt1621039,https://movie.douban.com/subject/5154496,http://www.imdb.com/title/tt1621039,火鸡总动员 Free Birds,2013,吉米·海沃德,/celebrity/1328753/,"['喜剧', '动画', '冒险']","['2014-03-07(中国大陆)', '2013-11-01(美国)']",91分钟,"['21340202', '5153144', '21362716', '6870493', '4915854', '6070226', '7065417', '1925058', '3101548', '3927791']",7588,20758,6.003690036900369,6.084786588303305,334,1411,4090,1373,372,646,469,874,1681,3531,5488,3838,1848,685,1698
21362716,tt2204315,https://movie.douban.com/subject/21362716,http://www.imdb.com/title/tt2204315,拯救大明星 Saving Santa,2013,莱昂·乔森,/celebrity/1336647/,"['喜剧', '动画', '家庭', '奇幻', '冒险']","['2014-01-25(中国大陆)', '2013-11-29(英国)']",83分钟,"['10511636', '25804697', '19963570', '5153144', '5154496', '21340202', '10464961', '25856344', '7057975', '6870493']",9642,1625,5.881352416511098,5.813538461538462,646,2150,4619,1629,607,72,58,86,185,364,338,195,90,42,195
6870493,tt2017020,https://movie.douban.com/subject/6870493,http://www.imdb.com/title/tt2017020,蓝精灵2 The Smurfs 2,2013,拉加·高斯内尔,/celebrity/1036533/,"['喜剧', '动画', '奇幻']","['2013-09-12(中国大陆)', '2013-07-31(美国)']",105分钟,"['2159331', '6070226', '7065417', '11443314', '3071461', '3101548', '1481233', '3036478', '4915854', '4915857']",20854,33769,6.452191426105303,5.688767804791377,480,2461,11324,5047,1543,2350,1273,1852,3316,6518,7389,4629,2167,1025,3250
25832758,tt4157940,https://movie.douban.com/subject/25832758,http://www.imdb.com/title/tt4157940,神笔马良,2014,钟智行,/celebrity/1308985/,"['动画', '奇幻']",['2014-07-25(中国大陆)'],87分钟,"['21943062', '25884865', '25966045', '5364978', '26361479', '25804697', '25845586', '21340775', '4154632', '5153144']",7037,36,5.614892709961632,5.305555555555555,753,1724,3103,1034,422,2,3,1,5,6,10,6,1,0,2
1297710,tt0100777,https://movie.douban.com/subject/1297710,http://www.imdb.com/title/tt0100777,天若有情,1990,陈木胜,/celebrity/1274293/,"['剧情', '动作', '爱情']",['1990-06-14(香港)'],87分钟,"['1301912', '1293315', '1419918', '1292950', '1299288', '1304624', '1299624', '1308749', '1305164', '1303376']",37186,765,8.116065185822622,7.678431372549018,74,446,7698,17998,10970,11,5,2,14,38,76,176,217,83,143
1301912,tt0093426,https://movie.douban.com/subject/1301912,http://www.imdb.com/title/tt0093426,秋天的童话 秋天的童話,1987,张婉婷,/celebrity/1042534/,"['剧情', '爱情']",['1987-07-16'],Canada: 98 分钟,"['1293315', '1292950', '1297710', '1299288', '1305164', '1299624', '1303590', '1303376', '1296334', '1293839']",56388,1306,8.414095197559764,8.001531393568145,56,282,7951,27461,20582,6,8,12,17,31,93,271,371,224,273
4729201,tt0072410,https://movie.douban.com/subject/4729201,http://www.imdb.com/title/tt0072410,小熊维尼与跳跳虎 Winnie the Pooh and Tigger Too,1974,约翰·朗斯伯里,/celebrity/1032937/,"['动画', '短片', '家庭']",['1974-12-20(美国)'],25 分钟,"['3452282', '2246799', '3059397', '3152067', '1306554', '5070839', '1944340', '1307003', '5966903', '1916616']",119,2046,8.084033613445378,7.857771260997066,4,1,23,49,42,24,7,10,19,84,155,459,641,228,419
5966903,tt0166218,https://movie.douban.com/subject/5966903,http://www.imdb.com/title/tt0166218,加菲猫来了 Here Comes Garfield,1982,Phil Roman,/subject_search?search_text=Phil%20Roman,"['喜剧', '动画', '短片', '家庭']",['1982-10-25'],24分钟,"['5966908', '5290016', '2137179', '2137167', '3452282', '2138399', '5262243', '5290008', '5262258', '5262239']",78,638,9.128205128205128,7.794670846394985,0,2,5,23,49,11,4,6,14,33,60,125,157,56,172
1299891,tt0105533,https://movie.douban.com/subject/1299891,http://www.imdb.com/title/tt0105533,逃学英雄传 逃學英雄傳,1992,王晶,/celebrity/1274331/,['喜剧'],['1992-02-20(香港)'],86 分钟,"['1305211', '1433602', '2003156', '1303989', '1304382', '1302110', '1302737', '1759975', '1767732', '1296826']",2870,51,6.264808362369338,5.313725490196078,69,367,1733,517,184,3,1,2,9,13,11,7,3,0,2
1433602,tt0112909,https://movie.douban.com/subject/1433602,http://www.imdb.com/title/tt0112909,赌圣2：街头赌圣 賭聖2街頭賭聖,1995,王晶,/celebrity/1274331/,['喜剧'],['1995-06-28'],98分钟,"['1478174', '1775450', '1299891', '1410822', '1296826', '1304132', '1759975', '1864541', '1304677', '1304382']",5741,123,5.881902107646751,5.170731707317073,310,1206,3048,867,310,6,5,13,23,29,19,14,3,2,9
1759975,tt0102183,https://movie.douban.com/subject/1759975,http://www.imdb.com/title/tt0102183,开心鬼上错身 開心鬼上錯身,1991,黄百鸣,/celebrity/1275277/,"['喜剧', '奇幻']",['1991-08-08(香港)'],91 分钟,"['1305915', '1299182', '1304132', '1308927', '1299282', '1400668', '1460996', '1416722', '1304382', '1305211']",10655,96,6.7744720788362285,6.125,117,671,5882,2994,1002,2,3,3,7,19,30,11,8,3,10
1308129,tt0208871,https://movie.douban.com/subject/1308129,http://www.imdb.com/title/tt0208871,赌侠大战拉斯维加斯 賭俠大戰拉斯維加斯,1999,王晶,/celebrity/1274331/,"['喜剧', '动作']",['1999-08-05(新加坡)'],93 分钟,"['1300070', '1304677', '1306133', '1433602', '1400668', '1299550', '1302678', '1410822', '1293607', '1306057']",21419,364,6.272094869041505,5.626373626373626,535,2956,12252,4412,1264,20,9,22,27,92,86,52,27,10,19
1305060,tt0108542,https://movie.douban.com/subject/1305060,http://www.imdb.com/title/tt0108542,正牌韦小宝之奉旨沟女 正牌韋小寶之奉旨溝女,1993,柯受良,/subject_search?search_text=%E6%9F%AF%E5%8F%97%E8%89%AF,"['喜剧', '情色', '奇幻', '古装']",['1993-06-12(香港)'],94 分钟,"['1308129', '1767732', '1305211', '1299550', '1410822', '1304382', '1306057', '1759975', '1400668', '1299282']",15575,205,6.1696308186195825,5.687804878048781,483,2336,9018,2928,825,5,5,11,22,45,62,30,11,5,9
1304382,tt0096512,https://movie.douban.com/subject/1304382,http://www.imdb.com/title/tt0096512,最佳损友,1988,王晶,/celebrity/1274331/,['喜剧'],['1988-03-27(香港)'],99分钟,"['1303724', '1303781', '1482495', '1302110', '1308129', '1307704', '1306712', '1305564', '1299891', '1930829']",6972,168,6.642857142857142,6.047619047619047,63,579,3911,1862,551,5,7,6,12,25,44,37,15,7,10
1297965,tt0058385,https://movie.douban.com/subject/1297965,http://www.imdb.com/title/tt0058385,窈窕淑女 My Fair Lady,1964,乔治·库克,/celebrity/1010711/,"['剧情', '爱情', '歌舞']",['1964-12-25'],172分钟,"['1325958', '1293868', '1293839', '1295348', '1293964', '1293203', '1293864', '1298128', '1293825', '1298038']",57856,78972,8.05209485619469,7.922491515980348,174,926,12439,28292,16084,788,410,589,1077,2585,6385,15057,22613,14246,15222
